coluna;label_coluna;valor;label_valor
REP62;None;;
REP63;None;;
REP64;None;;
REP65;None;;
REP66;None;;
REP67;None;;
REP68;None;;
REP69;None;;
REP70;None;;
REP71;None;;
REP72;None;;
REP73;None;;
REP74;None;;
REP75;None;;
REP76;None;;
REP77;None;;
REP78;None;;
REP79;None;;
REP80;None;;
REP81;None;;
REP82;None;;
REP83;None;;
REP84;None;;
REP85;None;;
REP86;None;;
REP87;None;;
REP88;None;;
REP89;None;;
REP90;None;;
REP91;None;;
REP92;None;;
REP93;None;;
REP94;None;;
REP95;None;;
REP96;None;;
REP97;None;;
REP98;None;;
REP99;None;;
REP100;None;;
REP101;None;;
REP102;None;;
REP103;None;;
REP104;None;;
REP105;None;;
REP106;None;;
REP107;None;;
REP108;None;;
REP109;None;;
REP110;None;;
REP111;None;;
REP112;None;;
REP113;None;;
REP114;None;;
REP115;None;;
REP116;None;;
REP117;None;;
REP118;None;;
REP119;None;;
REP120;None;;
REP121;None;;
REP122;None;;
REP123;None;;
REP124;None;;
REP125;None;;
REP126;None;;
REP127;None;;
REP128;None;;
REP129;None;;
REP130;None;;
REP131;None;;
REP132;None;;
REP133;None;;
REP134;None;;
REP135;None;;
REP136;None;;
REP137;None;;
REP138;None;;
REP139;None;;
REP140;None;;
REP141;None;;
REP142;None;;
REP143;None;;
REP144;None;;
REP145;None;;
REP146;None;;
REP147;None;;
REP148;None;;
REP149;None;;
REP150;None;;
REP151;None;;
REP152;None;;
REP153;None;;
REP154;None;;
REP155;None;;
REP156;None;;
REP157;None;;
REP158;None;;
REP159;None;;
REP160;None;;
REP161;None;;
REP162;None;;
REP163;None;;
REP164;None;;
REP165;None;;
REP166;None;;
REP167;None;;
REP168;None;;
REP169;None;;
REP170;None;;
REP171;None;;
REP172;None;;
REP173;None;;
REP174;None;;
REP175;None;;
REP176;None;;
REP177;None;;
REP178;None;;
REP179;None;;
REP180;None;;
REP181;None;;
REP182;None;;
REP183;None;;
REP184;None;;
REP185;None;;
REP186;None;;
REP187;None;;
REP188;None;;
REP189;None;;
REP190;None;;
REP191;None;;
REP192;None;;
REP193;None;;
REP194;None;;
REP195;None;;
REP196;None;;
REP197;None;;
REP198;None;;
REP199;None;;
REP200;None;;
COD_REGIAO_2;Região;1.0;Sudeste
COD_REGIAO_2;Região;2.0;Nordeste
COD_REGIAO_2;Região;3.0;Sul
COD_REGIAO_2;Região;4.0;Norte
COD_REGIAO_2;Região;5.0;Centro-Oeste
RENDA_FAMILIAR_2;Renda familiar;1.0;Até 1 SM
RENDA_FAMILIAR_2;Renda familiar;2.0;Mais de 1 SM até 2 SM
RENDA_FAMILIAR_2;Renda familiar;3.0;Mais de 2 SM até 3 SM
RENDA_FAMILIAR_2;Renda familiar;4.0;Mais de 3 SM até 5 SM
RENDA_FAMILIAR_2;Renda familiar;5.0;Mais de 5 SM até 10 SM
RENDA_FAMILIAR_2;Renda familiar;6.0;Mais de 10 SM
RENDA_FAMILIAR_2;Renda familiar;7.0;Não tem renda
RENDA_FAMILIAR_2;Renda familiar;97.0;Não sabe
RENDA_FAMILIAR_2;Renda familiar;98.0;Não respondeu
CLASSE_2015;Classe social;1.0;A
CLASSE_2015;Classe social;2.0;B
CLASSE_2015;Classe social;3.0;C
CLASSE_2015;Classe social;4.0;DE
A1_AGREG;Domicílios com computador;1.0;Sim
A1_AGREG;Domicílios com computador;0.0;Não
DIC_CEL;Domicílios que possuem equipamentos TIC;1.0;Telefone celular
A1_EXCLUSIVOS;Domicílios com computador, por tipo de computador presente de forma exclusiva ou simultânea no domicílio;1.0;Apenas computador de mesa
A1_EXCLUSIVOS;Domicílios com computador, por tipo de computador presente de forma exclusiva ou simultânea no domicílio;2.0;Apenas notebook
A1_EXCLUSIVOS;Domicílios com computador, por tipo de computador presente de forma exclusiva ou simultânea no domicílio;3.0;Apenas tablet
A1_EXCLUSIVOS;Domicílios com computador, por tipo de computador presente de forma exclusiva ou simultânea no domicílio;99.0;Mais de um tipo de computador
A2_A_FAIXA;Faixa de quantidade - Computador de mesa;0.0;Nenhum
A2_A_FAIXA;Faixa de quantidade - Computador de mesa;1.0;Um
A2_A_FAIXA;Faixa de quantidade - Computador de mesa;2.0;Dois ou mais
A2_B_FAIXA;Faixa de quantidade - Notebook;0.0;Nenhum
A2_B_FAIXA;Faixa de quantidade - Notebook;1.0;Um
A2_B_FAIXA;Faixa de quantidade - Notebook;2.0;Dois ou mais
A2_C_FAIXA;Faixa de quantidade - Tablet;0.0;Nenhum
A2_C_FAIXA;Faixa de quantidade - Tablet;1.0;Um
A2_C_FAIXA;Faixa de quantidade - Tablet;2.0;Dois ou mais
A4_COB;Domicilio com acesso a internet - ampliado;1.0;Sim
A4_COB;Domicilio com acesso a internet - ampliado;0.0;Não
A1A4;Domicílios por presença de computador e Internet;1.0;Ambos
A1A4;Domicílios por presença de computador e Internet;2.0;Apenas computador
A1A4;Domicílios por presença de computador e Internet;3.0;Apenas Internet
A1A4;Domicílios por presença de computador e Internet;4.0;Nem computador nem Internet
A7_AGREG;Domicílios com acesso à Internet, por tipo de conexão;1.0;Total - Banda larga fixa
A5_NENHUM;Domicílios sem acesso à Internet, por motivos para a falta de Internet;1.0;Nenhum desses motivos
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;1.0;Até R$ 30
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;2.0;R$ 31 a R$ 40
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;3.0;R$ 41 a R$ 50
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;4.0;R$ 51 a R$ 60
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;5.0;R$ 61 a R$ 70
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;6.0;R$ 71 a R$ 80
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;7.0;R$ 81 a R$ 90
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;8.0;R$ 91 a R$ 100
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;9.0;R$ 101 a R$ 150
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;10.0;Mais de R$ 150
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;97.0;Não sabe
A9_FAIXA;Domicílios com acesso à Internet, por valor pago pela principal conexão;98.0;Não respondeu
TIPO_RM_NUM;None;;
